Index,PctInt*100,NGI Set Intensity,x,y,Lumens
1165,9310,0.931,0.1303,0.0566,2.3338
1166,9320,0.932,0.1304,0.0566,2.3337
1167,9330,0.933,0.1302,0.0565,2.3375
1168,9340,0.934,0.1304,0.0566,2.3357
1169,9350,0.935,0.1304,0.0568,2.3304
1170,9360,0.936,0.1303,0.0565,2.3365
1171,9370,0.937,0.1305,0.0565,2.3392
1172,9380,0.938,0.1303,0.0563,2.3448
1173,9390,0.939,0.1305,0.0566,2.3371
1174,9400,0.94,0.1303,0.0563,2.3433
1175,9410,0.941,0.1303,0.0566,2.3388
1176,9420,0.942,0.1302,0.0563,2.3477
1177,9430,0.943,0.1304,0.0566,2.3396
1178,9440,0.944,0.1303,0.0566,2.342
1179,9450,0.945,0.1303,0.0567,2.3411
1180,9460,0.946,0.1304,0.0565,2.3447
1181,9470,0.947,0.1304,0.0566,2.3449
1182,9480,0.948,0.1303,0.0565,2.3477
1183,9490,0.949,0.1306,0.0569,2.3385
1184,9500,0.95,0.1303,0.0565,2.3494
1185,9510,0.951,0.1302,0.0563,2.352
1186,9520,0.952,0.1303,0.0566,2.3456
1187,9530,0.953,0.1302,0.0565,2.3507
1188,9540,0.954,0.1305,0.0568,2.3436
1189,9550,0.955,0.1302,0.0563,2.3567
1190,9560,0.956,0.1303,0.0564,2.3534
1191,9570,0.957,0.1303,0.0565,2.3529
1192,9580,0.958,0.1305,0.0567,2.3466
1193,9590,0.959,0.1303,0.0565,2.3545
1194,9600,0.96,0.1303,0.0566,2.3526
1195,9610,0.961,0.1305,0.0568,2.349
1196,9620,0.962,0.1303,0.0566,2.3553
1197,9630,0.963,0.1303,0.0565,2.3566
1198,9640,0.964,0.1303,0.0566,2.3537
1199,9650,0.965,0.1303,0.0568,2.3499
1200,9660,0.966,0.1304,0.0569,2.3496
1201,9670,0.967,0.1303,0.0566,2.3565
1202,9680,0.968,0.1303,0.0566,2.3571
1203,9690,0.969,0.1306,0.0569,2.3492
1204,9700,0.97,0.1305,0.0568,2.3541
1205,9710,0.971,0.1303,0.0565,2.3629
1206,9720,0.972,0.1303,0.0565,2.3639
1207,9730,0.973,0.1304,0.0566,2.3595
1208,9740,0.974,0.1303,0.0566,2.3601
1209,9750,0.975,0.1303,0.0565,2.3636
1210,9760,0.976,0.1303,0.0567,2.3594
1211,9770,0.977,0.1304,0.0567,2.3592
1212,9780,0.978,0.1303,0.0567,2.3596
1213,9790,0.979,0.1303,0.0564,2.3677
1214,9800,0.98,0.1304,0.0567,2.3609
1215,9810,0.981,0.1304,0.0567,2.3621
1216,9820,0.982,0.1304,0.0565,2.3643
1217,9830,0.983,0.1304,0.0567,2.3616
1218,9840,0.984,0.1302,0.0565,2.3653
1219,9850,0.985,0.1303,0.0565,2.3696
1220,9860,0.986,0.1303,0.0569,2.3612
1221,9870,0.987,0.1303,0.0567,2.3658
1222,9880,0.988,0.1304,0.0567,2.3665
1223,9890,0.989,0.1304,0.0569,2.3619
1224,9900,0.99,0.1303,0.0566,2.3694
1225,9910,0.991,0.1305,0.0567,2.3661
1226,9920,0.992,0.1303,0.0565,2.3737
1227,9930,0.993,0.1303,0.0565,2.3723
1228,9940,0.994,0.1303,0.0564,2.3752
1229,9950,0.995,0.1304,0.0567,2.3687
1230,9960,0.996,0.1304,0.0567,2.3695
1231,9970,0.997,0.1303,0.0565,2.3745
1232,9980,0.998,0.1302,0.0565,2.3744
1233,9990,0.999,0.1303,0.0564,2.3755
1234,10000,1,0.1303,0.0566,2.3721
