Index,PctInt*100,Lumens,x,y
527,2930,2.7258,0.6899,0.31
528,2940,2.7363,0.69,0.3099
529,2950,2.7445,0.6899,0.3098
530,2960,2.7515,0.6901,0.3098
531,2970,2.7609,0.6898,0.3101
532,2980,2.7684,0.6901,0.3098
533,2990,2.7755,0.69,0.3098
534,3000,2.7845,0.69,0.3099
535,3010,2.7919,0.6901,0.3098
536,3020,2.8028,0.69,0.3098
537,3030,2.811,0.6901,0.3098
538,3040,2.821,0.6901,0.3098
539,3050,2.827,0.6897,0.3099
540,3060,2.8353,0.6901,0.3097
541,3070,2.8435,0.69,0.3099
542,3080,2.8509,0.6901,0.3098
543,3090,2.8601,0.6902,0.3096
544,3100,2.8673,0.6903,0.3095
545,3110,2.8752,0.69,0.3098
546,3120,2.8839,0.6903,0.3096
547,3130,2.8926,0.6902,0.3097
548,3140,2.9011,0.6902,0.3097
549,3150,2.9059,0.69,0.3098
550,3160,2.9154,0.69,0.3099
551,3170,2.9243,0.6902,0.3097
552,3180,2.9301,0.6902,0.3097
553,3190,2.9396,0.6903,0.3096
554,3200,2.9468,0.6903,0.3096
555,3210,2.955,0.6901,0.3098
556,3220,2.9632,0.6901,0.3098
557,3230,2.9722,0.69,0.3099
558,3240,2.9779,0.6903,0.3096
559,3250,2.9865,0.69,0.3097
560,3260,2.9953,0.6903,0.3095
561,3270,3.0017,0.6902,0.3097
562,3280,3.0109,0.6902,0.3096
563,3290,3.0182,0.6901,0.3098
564,3300,3.0266,0.69,0.3098
565,3310,3.0342,0.6902,0.3096
566,3320,3.0437,0.6901,0.3098
567,3330,3.0511,0.6902,0.3096
568,3340,3.0597,0.6901,0.3097
569,3350,3.0665,0.6903,0.3096
570,3360,3.0756,0.6902,0.3097
571,3370,3.0844,0.69,0.3096
572,3380,3.0922,0.6901,0.3097
573,3390,3.1007,0.6902,0.3097
574,3400,3.1074,0.69,0.3098
575,3410,3.1159,0.6901,0.3095
576,3420,3.1232,0.69,0.3098
577,3430,3.1307,0.6903,0.3095
578,3440,3.1379,0.6903,0.3096
579,3450,3.1469,0.6903,0.3096
580,3460,3.1535,0.6902,0.3096
581,3470,3.1627,0.6901,0.3095
582,3480,3.1714,0.6901,0.3096
583,3490,3.178,0.6901,0.3097
584,3500,3.1857,0.6904,0.3094
585,3510,3.1949,0.6903,0.3095
586,3520,3.2014,0.6904,0.3095
587,3530,3.2081,0.6903,0.3096
588,3540,3.2156,0.6904,0.3095
589,3550,3.2245,0.6905,0.3094
590,3560,3.2314,0.6902,0.3097
591,3570,3.2408,0.6902,0.3097
592,3580,3.2466,0.6903,0.3095
593,3590,3.2548,0.6904,0.3093
594,3600,3.2617,0.6902,0.3097
595,3610,3.2723,0.6903,0.3093
596,3620,3.2814,0.6904,0.3095
597,3630,3.2871,0.6902,0.3097
598,3640,3.2958,0.6903,0.3096
599,3650,3.302,0.6904,0.3095
600,3660,3.3111,0.6903,0.3096
601,3670,3.3192,0.6903,0.3093
602,3680,3.3257,0.6902,0.3095
603,3690,3.3338,0.6903,0.3095
604,3700,3.3421,0.6904,0.3096
605,3710,3.3489,0.6905,0.3094
606,3720,3.357,0.6904,0.3094
607,3730,3.3644,0.6905,0.3093
608,3740,3.3715,0.6903,0.3096
609,3750,3.3787,0.6905,0.3094
610,3760,3.3862,0.6905,0.3093
611,3770,3.393,0.6904,0.3094
612,3780,3.4008,0.6906,0.3094
613,3790,3.409,0.6904,0.3095
614,3800,3.4158,0.6905,0.3093
615,3810,3.4237,0.6905,0.3094
616,3820,3.4316,0.6904,0.3092
617,3830,3.4393,0.6903,0.3095
618,3840,3.4457,0.6904,0.3095
619,3850,3.4526,0.6904,0.3094
620,3860,3.4603,0.6904,0.3095
621,3870,3.4674,0.6906,0.3092
622,3880,3.4762,0.6906,0.3093
623,3890,3.4855,0.6905,0.3094
624,3900,3.491,0.6903,0.3095
625,3910,3.4989,0.6906,0.3093
626,3920,3.51,0.6906,0.3092
627,3930,3.5169,0.6906,0.3093
628,3940,3.5245,0.6905,0.3094
629,3950,3.5319,0.6907,0.3092
630,3960,3.5383,0.6906,0.3093
631,3970,3.5459,0.6907,0.3092
632,3980,3.5545,0.6905,0.3094
633,3990,3.5608,0.6904,0.3094
634,4000,3.5688,0.6905,0.3094
635,4010,3.5762,0.6906,0.3092
636,4020,3.5823,0.6908,0.3091
637,4030,3.5901,0.6907,0.3092
638,4040,3.5976,0.6908,0.3091
639,4050,3.6056,0.6906,0.3093
640,4060,3.6118,0.6906,0.3092
641,4070,3.6198,0.6907,0.3091
642,4080,3.6269,0.6906,0.3094
643,4090,3.6322,0.6905,0.3093
644,4100,3.642,0.6905,0.3092
645,4110,3.6476,0.6906,0.3092
646,4120,3.6553,0.6905,0.3092
647,4130,3.6636,0.6904,0.3094
648,4140,3.6702,0.6906,0.3092
649,4150,3.6767,0.6907,0.3092
650,4160,3.6844,0.6908,0.309
651,4170,3.6925,0.6909,0.309
652,4180,3.6993,0.6907,0.3092
653,4190,3.708,0.6904,0.3091
654,4200,3.7159,0.6907,0.3092
655,4210,3.7228,0.6908,0.3091
656,4220,3.731,0.6907,0.3091
657,4230,3.7381,0.6908,0.3091
658,4240,3.7434,0.6906,0.3093
659,4250,3.7475,0.6907,0.3091
660,4260,3.7552,0.691,0.3089
661,4270,3.7654,0.6909,0.309
662,4280,3.7725,0.6909,0.309
663,4290,3.7807,0.6908,0.309
664,4300,3.7818,0.6909,0.309
665,4310,3.7967,0.6907,0.3092
666,4320,3.8062,0.6909,0.309
667,4330,3.8062,0.6908,0.309
668,4340,3.8147,0.6906,0.3092
669,4350,3.8225,0.6908,0.3091
670,4360,3.8312,0.691,0.3089
671,4370,3.8404,0.6909,0.3089
672,4380,3.8419,0.6907,0.3091
673,4390,3.8495,0.6909,0.309
674,4400,3.8581,0.6909,0.309
675,4410,3.866,0.6907,0.309
676,4420,3.8744,0.6907,0.3089
677,4430,3.8831,0.691,0.3088
678,4440,3.8855,0.6909,0.3089
679,4450,3.8932,0.6909,0.3089
680,4460,3.9073,0.6909,0.3089
681,4470,3.9086,0.6906,0.3091
682,4480,3.917,0.6909,0.3091
683,4490,3.9241,0.6911,0.3087
684,4500,3.9337,0.6908,0.309
685,4510,3.9408,0.6909,0.3089
686,4520,3.9443,0.6909,0.3089
687,4530,3.9512,0.6909,0.3089
688,4540,3.9597,0.6909,0.3089
689,4550,3.9648,0.6909,0.3088
690,4560,3.9762,0.6906,0.3091
691,4570,3.9767,0.6909,0.3089
692,4580,3.9852,0.6908,0.309
693,4590,3.9932,0.6908,0.3089
694,4600,4.0023,0.6908,0.3089
695,4610,4.01,0.691,0.3088
696,4620,4.0109,0.6909,0.3088
697,4630,4.0192,0.6908,0.3091
698,4640,4.0277,0.6909,0.3089
699,4650,4.0341,0.691,0.309
700,4660,4.0447,0.6908,0.309
701,4670,4.0531,0.6909,0.3088
702,4680,4.0534,0.691,0.3088
703,4690,4.0621,0.6908,0.309
704,4700,4.0709,0.6913,0.3086
705,4710,4.0791,0.6909,0.3089
706,4720,4.0869,0.6912,0.3086
707,4730,4.0875,0.6909,0.3089
708,4740,4.0961,0.691,0.3088
709,4750,4.1046,0.691,0.3087
710,4760,4.1132,0.6911,0.3088
711,4770,4.1155,0.6909,0.3089
712,4780,4.1223,0.6912,0.3087
713,4790,4.1329,0.6911,0.3088
714,4800,4.1388,0.6909,0.3088
715,4810,4.1472,0.691,0.3088
716,4820,4.1534,0.6911,0.3088
717,4830,4.1559,0.691,0.3088
718,4840,4.1643,0.6912,0.3087
719,4850,4.1727,0.6911,0.3089
720,4860,4.1814,0.6912,0.3086
721,4870,4.1886,0.6912,0.3087
